Origem;Destino;2010;2019;2023
Irecê;Feira de Santana;21;67;8
Irecê;Ilhéus;0;7;0
Irecê;Juazeiro;0;12;0
Irecê;Salvador;6224;9475;4616
Irecê;Vitória da Conquista;0;0;1
